geohash6,day,timestamp,demand
qp09b2,5,3:0,0.049472767016899656
qp096t,11,15:0,0.15099722206404018
qp09gh,39,9:15,0.09212588222374238
qp03y1,51,11:15,0.014764118776473647
qp0djw,12,22:45,0.0016368435356823555
qp09t8,5,20:30,0.016299759920584724
qp094j,3,0:30,0.0510036888133345
qp09k3,49,13:30,0.05548846003347455
qp09ss,9,22:0,0.03579669204473407
qp09hm,17,12:0,0.0894330331283061
qp03wt,38,3:15,0.14384609236550924
qp06n8,16,5:30,0.00290890902959942
qp09g8,41,9:45,0.1802178899674864
qp092d,35,12:15,0.026325849535660868
qp03rh,45,4:0,0.11287278943561475
qp03w0,60,10:30,0.15227648854763273
qp03y9,50,20:0,0.017189473862082087
qp09ge,26,11:15,0.015940303101023984
qp03ye,6,17:0,0.0009650984175591348
qp096w,26,5:45,0.2057667016885093
qp03wp,18,6:30,0.04068674908302866
qp03x3,10,3:30,0.12679783799795966
qp03xu,61,5:30,0.252223194680651
qp03mz,28,9:15,0.05311938652758581
qp093x,33,0:15,0.04498129341343138
qp09dk,4,23:30,0.21854023398339786
qp09hy,32,6:0,0.04972250986263582
qp0d19,45,1:15,0.024979120587583645
qp09dm,32,11:30,0.03780041305320405
qp09sz,7,12:30,0.17610646571499103
qp06pw,38,9:30,0.02163993146873754
qp09gw,22,5:45,0.03948238828483685
qp09gw,55,0:30,0.04340714844082512
qp096m,43,6:15,0.2107422566970398
qp03xu,33,18:30,0.04624586457327125
qp02zz,5,4:45,0.9039603536674541
qp0dj0,3,0:45,0.08308274321530833
qp03yk,21,1:30,0.026348673996363998
qp09g1,23,13:45,0.1123674988345678
qp099b,9,12:45,0.037398103217964114
qp08fx,23,23:45,0.002376990109821549
qp09e5,27,11:30,1.0
qp09fd,39,14:30,0.044443302274970606
qp09tp,51,4:0,0.07476135856487041
qp09hj,29,20:45,0.005402399970758629
qp0900,10,9:15,0.2578728959375573
qp0d5g,44,2:45,0.003528399273361679
qp09gy,56,14:30,0.03572224859400072
qp08gy,35,10:0,0.04158747111735088
qp09jq,5,2:15,0.04328364256148882
qp03yd,37,19:15,0.04493693440675859
qp094q,35,11:15,0.2490667769436806
qp08bq,50,4:45,0.06685913548881621
qp02ze,34,14:0,0.011806367967763015
qp0901,56,13:15,0.05564840871477539
qp03wz,26,23:30,0.11721135830726805
qp03y9,53,10:0,0.10833373357074913
qp03p3,40,8:0,0.036494439328239835
qp09cm,11,2:15,0.021958288559245285
qp09tn,25,22:45,0.005623518707513461
qp03zd,3,9:30,0.10755674591194847
qp03z4,16,15:45,0.06692057286822341
qp03ym,53,3:30,0.020528326792732643
qp09g3,2,6:0,0.007408120988242536
qp09d3,19,8:45,0.7370584953128038
qp03td,21,1:15,0.0404188446595224
qp09gy,56,11:15,0.06291201363719298
qp091y,9,11:15,0.012381438809164782
qp09t9,7,23:15,0.005485871686406914
qp097f,60,0:15,0.1040180174360528
qp09fz,59,4:45,0.17774697385121815
qp09ht,23,5:30,0.057082971004969715
qp03jz,3,6:30,0.02941766501190514
qp09dg,2,3:15,0.1774457967477265
qp03wn,54,4:0,0.07139291064880668
qp03tg,29,15:0,0.003084852119501074
qp093u,47,0:45,0.023690999378264986
qp098j,60,11:30,1.0
qp03x6,3,16:15,0.025746628625431502
qp09bn,26,19:30,0.0023647348950902127
qp098e,60,21:30,0.033553704245910546
qp09uj,2,10:45,0.02056746660142552
qp09tr,20,16:0,0.010862061930747477
qp0981,45,12:45,0.1870594263793558
qp03mw,13,0:15,0.003167532315455228
qp08cn,28,11:15,0.0978931152115588
qp03mf,25,7:15,0.04062336563191196
qp09kv,40,8:45,0.2592621173712133
qp09cc,37,19:30,0.016664747634084362
qp03wm,45,17:0,0.01953733971475049
qp03mu,41,7:30,0.02878913841293402
qp09fm,29,13:0,0.015143462694367425
qp09u8,22,10:30,0.08503087608385466
qp03y6,35,9:15,0.02456975623128776
qp03yg,48,2:15,0.10646138294266044
qp09sn,27,14:15,0.1055515751148782
qp0991,13,16:45,0.0011331717356928355
qp03r7,51,17:15,0.011289892981840782
qp03rg,4,18:45,0.010418328649955887
qp098k,58,11:45,0.289257302013168
qp0d1f,43,3:15,0.0070462002222004124
qp03q2,57,8:45,0.17250921578170814
qp09bt,32,11:15,0.016752292503825452
qp03r6,13,6:15,0.11187425647307628
qp09eb,26,15:0,0.009128109640241031
qp03qc,12,20:45,0.016321023171053654
qp03xh,20,6:15,0.25025964207630913
qp03me,37,23:0,0.00884131459317999
qp03td,34,5:15,0.010674015841923002
qp0961,53,4:0,0.1471981399118421
qp0993,39,6:45,0.14959249828247986
qp0dhu,15,10:30,0.006172470192719015
qp0dh9,37,10:0,0.2323393647277145
qp09ev,31,0:15,0.038805785702474525
qp03nx,12,18:15,0.017871848640118804
qp08gn,52,1:0,0.0003215233473143368
qp03x4,54,3:0,0.06350800737860156
qp03w8,1,21:30,0.09048121096143608
qp03r7,46,4:0,0.032095266223008116
qp09b4,35,15:0,0.13407104849865326
qp03x6,55,20:0,0.00591844192950026
qp03wp,47,15:30,0.015554378672046428
qp094r,36,3:0,0.6114883074385206
qp0979,33,11:45,0.007315187196892295
qp03m3,42,12:45,0.01246227878404046
qp03zu,25,1:15,0.10457933159923777
qp090s,34,23:45,0.11768187635861226
qp03w0,3,20:0,0.03112970437030726
qp08bh,29,8:15,0.057311130205727284
qp03zg,11,15:45,0.036761661147934915
qp03zn,42,5:45,0.049626883723214214
qp03m6,34,23:0,0.0511122186233799
qp0d59,37,4:0,0.0023944877149034392
qp093p,24,0:30,0.027733175535866957
qp09f9,27,13:0,0.11908369410024952
qp03wx,21,17:0,0.007189635125102997
qp09bh,17,16:0,0.17350607690784822
qp03x0,39,17:45,0.003711027921478757
qp09db,32,0:15,0.21647262457625815
qp03zp,27,4:0,0.02206756436499649
qp0d56,26,11:45,0.004320699506315072
qp092k,11,7:30,0.4267284309125768
qp08un,60,9:45,0.018965650389626672
qp099t,49,5:45,0.04646785910108527
qp09u9,18,8:45,0.013970416266577105
qp03zk,11,11:45,0.05430923676659147
qp0dhc,10,9:0,0.014438474626230512
qp03qv,38,16:45,0.031366946602972984
qp0d53,22,9:45,0.16971544767546692
qp03mv,41,23:45,0.05098624392889961
qp03r9,17,22:30,0.051353120137820084
qp02yc,14,2:0,0.0028669144404395264
qp097k,13,1:45,0.013346821296371464
qp03x9,58,4:15,0.07324345193511865
qp0985,3,1:30,0.18850481010454834
qp09gx,10,7:45,0.0888735511643628
qp097v,13,14:45,0.16766779311997426
qp09hm,53,23:15,0.050614783451800864
qp03we,54,5:45,0.35402907238186543
qp0d0h,18,8:0,0.055818919931382834
qp0984,26,11:15,0.0705644474204326
qp09cm,27,18:0,0.012356485755974348
qp0d4w,13,13:0,0.10626719285764087
qp096v,15,4:45,0.8606952277502704
qp09e3,26,8:45,0.05369504202159903
qp09ud,38,10:15,0.04279268352595895
qp09s6,8,5:45,0.2737291929970452
qp08gt,53,6:15,0.00385086670168404
qp0djv,53,11:30,0.0006138435810017394
qp03p1,48,3:45,0.04631580506864759
qp03rz,28,20:45,0.01076785885011973
qp0dj0,8,5:45,0.25047807648270226
qp095b,43,23:0,0.030460530388771414
qp06pn,26,6:45,0.016124042832482588
qp0d12,8,3:0,0.026855600793722508
qp03zm,11,8:45,0.06361825188137421
qp09dm,54,5:15,0.08992315012142375
qp03wm,55,22:0,0.07628263001721865
qp09v1,29,13:30,0.08804820766213789
qp09dt,39,7:45,0.10513671494953254
qp096t,38,23:0,0.2001214277250416
qp0d58,40,3:45,0.07000988533447919
qp095r,14,8:30,0.08401714023440196
qp09cd,34,6:15,0.0026651682860886136
qp03y9,26,7:45,0.12227406558300732
qp09b5,33,11:45,0.1091997017876924
qp09b4,13,13:15,0.2109740808803428
qp099r,47,2:15,0.02510153280558697
qp09f9,57,22:0,0.07780765995552841
qp03w4,23,7:30,0.06043966547722189
qp03t6,59,10:30,0.010972806375762402
qp03x7,23,7:30,0.2049770291015786
qp09b1,44,9:45,0.05533067638675125
qp09kx,33,15:15,0.16153812743201634
qp0d4c,40,7:45,0.06515067738355215
qp096j,44,19:30,0.004509654700247097
qp03zm,32,8:15,0.028486139349710938
qp09um,49,7:45,0.043178461001977336
qp09f1,16,3:15,0.1821927398429887
qp09e9,60,14:15,0.1826367666952248
qp03md,39,1:0,0.02875695019332445
qp0d54,10,6:15,0.0341743416785655
qp09cp,44,13:15,0.009429385762975057
qp0951,14,13:15,0.009193059853527152
qp03mf,17,19:30,0.02037812636529158
qp090r,7,23:0,0.026948681590531147
qp02zj,32,14:15,0.01444491496735266
qp097x,21,11:15,0.018896532790310918
qp03t6,35,3:0,0.04132108901304435
qp08fx,46,13:0,0.0012440273316357516
qp0979,15,8:30,0.07208675723416644
qp0980,29,7:45,0.021835540514304332
qp09uz,24,12:15,0.6573119889022575
qp0dj6,18,4:30,0.05944808420180433
qp0dhg,24,7:0,0.012372276299396516
qp0951,40,5:15,0.04251831288624471
qp092s,48,11:45,0.04843582540161801
qp03zj,52,3:15,0.01735942555084233
qp0d5f,50,5:15,0.032220673410798886
qp094t,40,7:30,0.1445787229847925
qp03r2,44,20:45,0.1097690499141914
qp0d1h,33,7:45,0.11116878267674528
qp09ht,35,2:15,0.06009295238482285
qp098n,46,23:30,0.21136025254338853
qp095r,20,6:0,0.05884341285000801
qp03xd,45,14:15,0.09141472659905436
qp03z0,60,20:30,0.2468969899936672
qp096g,10,9:45,0.03177814857915175
qp096u,7,12:45,0.33239699633895364
qp03px,27,22:45,0.09314091036126856
qp09gg,24,12:45,0.012304280117474371
qp09dd,24,12:45,0.2086209564176664
qp03xh,12,4:45,0.4009106676331564
qp0dj1,40,4:45,0.15188387380357776
qp0djs,40,6:0,0.01012967141851456
qp094m,15,0:30,0.10088525304611504
qp06pc,56,7:15,0.01842892321457673
qp094w,18,15:30,0.013920975470658948
qp06pe,56,21:0,0.02350287060377409
qp09hr,12,4:0,0.005425148709770528
qp03pd,57,12:0,0.2502488593355717
qp08cm,32,12:45,0.028135554803835897
qp0d4q,32,16:45,0.026968915230887784
qp03qu,8,9:45,0.09698399416873617
qp09u1,10,8:0,0.16048918847025478
qp097u,2,14:15,0.07761504539771197
qp03nq,8,4:45,0.12191418248169936
qp098e,1,0:45,0.06001554553611903
qp093y,9,2:15,0.07601901428198964
qp09s9,2,9:15,0.3570759519413077
qp03rk,21,23:45,0.057926766286229225
qp09em,15,21:45,0.0101672770452765
qp094z,35,10:45,0.027928975163500187
qp09b2,41,18:0,0.042393206188741116
qp0929,14,17:0,0.0007205234379579341
qp03pe,47,5:15,0.15017132567599986
qp09bh,7,3:0,0.18101210616971636
qp099y,51,9:15,0.07645428778438848
qp09u0,27,0:15,0.14650968469996778
qp09hn,21,22:15,0.001341185555727735
qp03r5,15,14:0,0.052362410870298685
qp095c,54,23:0,0.007636056664283756
qp03z8,11,19:45,0.06013508046666927
qp03yc,6,8:0,0.20652606013473346
qp09vw,53,1:15,0.006516281977666945
qp09b4,47,9:30,0.3033287682141861
qp03ze,13,12:45,0.014944823248273219
qp09um,53,2:30,0.020177855078635763
qp03y1,13,10:0,0.02044475330925167
qp094m,22,14:30,0.05169294184113382
qp06pm,52,3:0,0.00737645903609371
qp0987,38,21:45,0.1633799229025219
qp0d4n,47,3:0,0.049050696551818485
qp06ph,49,7:45,0.0607882796121406
qp09fj,9,19:0,0.0010400415798522931
qp092p,8,23:30,0.15506889855895922
qp091w,48,7:15,0.006275571512934077
qp09gu,8,4:45,0.023869131391107717
qp0dh0,60,11:30,0.06920403135379367
qp096x,3,23:30,0.453628945152514
qp09hy,61,1:45,0.017996526231832982
qp09uv,51,8:30,0.20585355518485654
qp0901,59,7:15,0.08462863522313903
qp03jx,29,3:30,0.02515540845928945
qp09tx,29,20:0,0.009232041405849522
qp09f7,53,7:45,0.04296925837955023
qp092e,50,7:45,0.046091080049887885
qp09cu,8,3:0,0.053432519804190434
qp09kv,15,19:0,0.024196413983061358
qp09ew,40,17:15,0.0384181816643041
qp0959,38,1:15,0.005491726106555396
qp09dk,17,22:45,0.1272616657612126
qp0d4y,16,10:15,0.021115104131308002
qp03ym,7,0:45,0.012873522757575518
qp09fz,25,5:0,0.23860781409709814
qp08cn,27,11:0,0.03946516219114474
qp08bk,9,10:30,0.15152991208416478
qp03wm,25,4:0,0.1167821125556356
qp09g8,54,16:45,0.03455604246066342
qp03xy,43,20:45,0.16395246067190336
qp0dh9,23,23:15,0.04935664235850047
qp096p,27,7:30,0.024869491006899964
qp03z3,24,9:30,0.0010057792406885976
qp09hs,56,12:15,0.053284682661823034
qp03qm,41,19:45,0.020444806857869625
qp099s,34,17:15,0.004617195225325909
qp03ty,53,0:15,0.0533474466098098
qp03jy,25,0:15,0.03669575461357924
qp09kx,48,13:15,0.11246014673803773
qp03xx,8,21:45,0.3118311488380303
qp09t5,23,6:30,0.013626689458720384
qp0981,52,23:0,0.15534304597834292
qp03y6,45,11:0,0.03571082251386669
qp096z,61,14:0,0.9170288655718156
qp098q,4,17:45,0.048029199968280915
qp03z5,42,15:30,0.010035099616659585
qp03yf,2,10:15,0.057696402478290415
qp09gf,33,8:15,0.0003216916210551385
qp03qy,7,7:45,0.40883384558348657
qp03q7,37,12:15,0.08676062470496586
qp03xy,48,10:15,0.4723951286085461
qp0d4e,55,16:30,0.03683228030481184
qp0901,2,2:15,0.07185221382727736
qp0970,35,7:45,0.010290028787535224
qp03yx,31,11:30,0.04647946092306479
qp03nz,42,5:15,0.22129387193423367
qp093z,44,8:45,0.05345837450244706
qp09vv,61,4:0,0.011493899321220984
qp0d0c,45,3:15,0.015270313130999722
qp09ew,4,5:0,0.5866934865649852
qp09m0,47,9:45,0.06051080276048909
qp0d01,47,4:45,0.018458760601976282
qp03xd,21,22:15,0.118543711289778
qp06n9,51,0:0,0.002508057426115069
qp09w5,33,12:15,0.05935252777866042
qp03zw,48,16:45,0.028886778870895982
qp0981,54,10:15,0.13144797115990695
qp0941,2,7:0,0.024530645316106256
qp03rh,34,6:45,0.13339895636136878
qp09sn,54,5:45,0.11729972691455932
qp09b0,22,16:15,0.0294171980455444
qp0951,49,6:15,0.062298737288886775
qp0dj4,53,4:15,0.017629525106747722
qp09ew,20,18:15,0.012510704866587723
qp099g,20,13:30,0.10924403567490676
qp092h,6,13:30,0.1508464448458137
qp0djj,11,6:45,0.005482772599871285
qp03x8,1,15:30,0.035535445030716394
qp09fx,18,6:0,0.07607925051112265
qp06p7,27,11:30,0.0015973574183432053
qp092x,54,2:45,0.14835839298028453
qp03qd,56,0:30,0.13862053106187716
qp03pr,18,21:45,0.09035734358434296
qp02zh,1,6:30,0.015309542410590325
qp03t7,45,21:45,0.0109445163402804
qp03xn,6,20:30,0.019500367568546544
qp03ny,39,2:0,0.15435225824798066
qp09s8,40,10:15,0.5894818859592662
qp098q,14,13:30,0.04282903205936947
qp09be,17,2:45,0.030194730392257105
qp06p7,16,7:30,0.04298256964663179
qp09dj,8,13:0,0.22688363862869296
qp02zc,28,4:0,0.16354907640250227
qp09bd,40,22:30,0.006544733653621641
qp09sf,8,5:45,0.05093661354146026
qp0949,59,12:45,0.0013327333959185607
qp03wb,33,13:15,0.003538772736103975
qp03p2,12,12:45,0.33241541158623444
qp03zg,2,5:45,0.02714599964774393
qp09fv,24,5:30,0.0062300876695908355
qp0dh4,8,23:45,0.00010221135546446136
qp09ef,30,10:30,0.01711498616311238
qp03p4,27,4:15,0.013160620742053132
qp09vq,33,13:45,0.1674769717570669
qp09cx,29,1:15,0.010332422282747614
qp09sw,25,15:30,0.14964194776602008
qp09kc,52,7:45,0.011553770162261112
qp09sj,30,23:15,0.022678918793286863
qp02zk,16,6:45,0.03970648149995258
qp09vz,41,4:15,0.012256109480626136
qp03zf,13,0:45,0.1354884117355276
qp03w1,17,3:45,0.20657006400698552
qp0979,39,9:15,0.05547533039807002
qp099m,37,9:0,0.1050821997394898
qp03x5,53,14:0,0.2747306885251897
qp09kv,35,6:15,0.20194188516968306
qp03q3,38,10:30,0.07609685170611814
qp09en,46,4:45,0.01984310493483424
qp0953,46,15:45,0.01712312877286124
qp099v,45,10:15,0.2377001421554549
qp08cy,31,10:0,0.08637227550981816
qp09um,56,8:0,0.027596619541365386
qp0d4f,16,10:45,0.05499641531729773
qp03mw,38,4:45,0.03861436221509788
qp09en,55,12:30,0.0015727001939659876
qp099h,59,10:30,0.012760379188358687
qp09gs,59,13:0,0.12594075333213556
qp03rd,4,21:30,0.011967734013582448
qp03xx,34,10:0,1.0
qp03qs,43,12:45,0.09147282084677222
qp03zj,59,23:30,0.007255887821441278
qp03mv,14,20:0,0.028443449816680007
qp0997,22,23:45,0.0198715552032162
qp03zz,28,13:45,0.16933105898904235
qp0948,19,8:45,0.021443556675542118
qp09cj,36,21:15,0.004400294127543423
qp03tf,21,3:0,0.04256930240623717
qp06nf,22,10:45,0.0047027266006435435
qp09jv,35,2:45,0.0052921341717647825
qp09md,25,10:0,0.005533167936849263
qp03zn,19,18:0,0.007053678793880705
qp0909,27,4:45,0.05656628380463265
qp09er,11,8:30,0.050774670303073706
qp03ws,48,9:15,0.07538054035839938
qp09dn,6,2:30,0.12974267619537366
qp09vy,10,9:45,0.010969461869187522
qp09b3,53,20:45,0.009787538283845642
qp03rp,47,15:45,0.0437262968185773
qp097h,38,13:15,0.009642815697674334
qp093g,22,9:30,0.1591133005014977
qp0958,12,5:45,0.008789613232533295
qp0dh8,60,14:15,0.14787586041161616
qp03xz,5,17:15,0.08054444532626673
qp0djm,38,3:15,0.052195315621797904
qp094h,40,15:45,0.006936407637916855
qp098q,9,18:0,0.000839429571452762
qp092w,17,2:30,0.2276536697631591
qp03re,54,22:45,0.034215644611892665
qp03yk,33,7:30,0.04962984816565648
qp06pu,35,11:0,0.005122791822293644
qp09ft,44,22:30,0.6832232476507427
qp0d0g,46,10:15,0.005892812557209492
qp03w0,30,21:45,0.06338703834403447
qp095k,51,7:15,0.04529054197337831
qp03pr,60,4:45,0.2200831275462053
qp03qm,39,7:15,0.4275631582473231
qp0946,1,2:15,0.0020608210461262708
qp03mq,25,9:0,0.013417014812954705
qp08cy,35,5:15,0.0030713426302570084
qp03zs,30,10:45,0.04368784671483685
qp03z4,20,16:30,0.028334077016011733
qp03y9,48,8:45,0.10853115505371493
qp09k2,20,1:45,0.03508747026255856
qp09ed,13,14:0,0.03804292697007906
qp099y,35,5:0,0.10179020982106657
qp092x,13,3:30,0.09053902705781974
qp09kf,11,1:45,0.010373159196377216
qp03jq,25,19:45,0.0027033128092761325
qp09vk,60,19:45,0.02429473041417629
qp03rc,16,3:30,0.027148710003039218
qp094y,37,11:45,0.015079283786391097
qp0d1h,32,6:0,0.11302744153892018
qp03yx,44,12:0,0.07115483238649002
qp08gx,11,9:30,0.009548620382133105
qp03yb,2,9:15,1.0
qp03zs,33,12:0,0.01143815396372015
qp09u0,29,11:15,0.18331841439014146
qp03rn,57,13:15,0.06713316035652774
qp09mp,59,11:45,0.1901645910515113
qp03mv,26,1:30,0.05945881680852742
qp093x,45,1:15,0.13071835751732971
qp03ru,34,23:45,0.14191369742393187
qp09mx,46,1:30,0.06446846386170656
qp09er,13,12:0,0.030482878597833492
qp0989,24,16:45,0.0013009325517716252
qp09vt,32,2:0,0.01769828476168219
qp03p2,35,4:30,0.3436391645020144
qp090x,28,4:0,0.022982290758524516
qp09dn,15,6:0,0.08001305658380298
qp09ez,33,0:45,0.01615019403134371
qp092e,52,10:0,0.12186666813646478
qp03xd,42,16:45,0.0203143110120252
qp08gt,15,13:45,0.0141730357439268
qp0d51,45,5:0,0.07661562066404068
qp09ep,8,7:45,0.04361620786302201
qp03r3,34,19:0,0.07161467903449406
qp09sd,50,19:45,0.007110172273227627
qp0d4u,53,0:0,0.026192708229716637
qp090c,49,9:0,0.16482199231431766
qp0dj7,35,18:0,0.00015891553675889791
qp0d54,31,7:0,0.030464464637343182
qp0d05,52,3:30,0.006600771134637981
qp09t5,53,5:0,0.04277783196514876
qp03my,12,15:15,0.027475681725516645
qp0974,9,10:15,0.009221597446785228
qp090k,9,6:15,0.1898686190292138
qp03xz,44,21:45,0.15661361562094173
qp09gs,32,11:0,0.09160763438303476
qp0d5b,23,9:45,0.01902077166683468
qp095j,53,8:45,0.07019060737453943
qp03r3,7,19:0,0.02516873189294608
qp03ws,20,10:15,0.06763517528341252
qp09sh,37,9:15,0.2206639207119094
qp09hj,12,19:45,0.008996951232667716
qp099e,4,5:0,0.14675109320502885
qp0978,39,4:45,0.02788071180484673
qp03rg,50,22:45,0.03690227155542989
qp09dj,46,21:0,0.04504149991385892
qp0dj0,54,9:30,0.1657067423087711
qp03qd,17,17:30,0.05012334940112852
qp03w2,29,9:15,0.03661040277162372
qp03ww,46,17:30,0.009550762895258387
qp094b,41,12:30,0.03922871529458
qp098r,57,5:45,0.19406091366906691
qp090p,5,3:15,0.016016775607506098
qp09k3,23,9:30,0.05751153113003436
qp0dj7,57,0:0,0.02977975358610862
qp09f0,18,6:0,0.029825032137902763
qp09e4,1,8:0,0.08768017204206363
qp03zn,45,2:15,0.021015004260752763
qp03xm,55,18:15,0.227644454156996
qp09cm,12,16:30,0.006816671661330026
qp09d7,5,2:0,0.1978110067239571
qp09g2,9,17:0,0.01845268574537973
qp03p9,14,4:0,0.07103765895149314
qp02zr,34,12:30,0.14208531329504476
qp03z7,42,11:30,0.021601484228031632
qp08by,49,23:15,0.008478245276298913
qp03m6,31,13:45,0.043079276114778284
qp0d5b,36,10:30,0.0027128660205131463
qp09mu,23,0:0,0.0006865731844711238
qp02zm,34,11:30,0.05287428660357262
qp0dht,30,16:30,0.03701420719991296
qp08b4,43,7:30,0.03966321948091058
qp092t,15,19:30,0.0050185618606848935
qp095v,45,10:30,0.1600486262975626
qp03rd,25,5:15,0.05060150159947576
qp09yh,43,8:45,0.09153451918824174
qp095m,8,7:15,0.018737643258746703
qp090r,30,14:15,0.017953705421671396
qp03mr,13,4:15,0.011098368154312284
qp092x,55,12:30,0.08682800820145113
qp03qm,45,8:30,0.3680529497168216
qp097y,25,5:30,0.22577316866675334
qp03jq,10,4:0,0.02501255317918739
qp02zz,60,16:15,0.12067026382583848
qp03mz,24,7:30,0.014968224828174738
qp09eb,11,4:15,0.0271542866613018
qp0d0v,12,0:0,0.006616462696486082
qp09gv,16,22:45,0.060011823728483085
qp0dhs,56,2:45,0.06780570793240949
qp097t,59,22:30,0.01724334684064615
qp09d6,17,6:30,0.15765299560732507
qp03wd,56,19:15,0.060992704318985964
qp08gq,51,9:30,0.0019496798688585625
qp0d4b,18,17:45,0.04322964856828705
qp093w,11,19:0,0.012880010850511608
qp092m,38,7:15,0.4070855423526093
qp03x5,26,9:45,0.15535184217965312
qp0982,44,22:15,0.041952674243875235
qp03zf,52,18:15,0.03069614108024069
qp09bm,10,18:30,0.06433048182734853
qp093c,48,14:45,0.0029789333977102263
qp08bh,8,3:30,0.17854971149250362
qp0d00,18,23:15,0.030883783522430493
qp03r8,38,1:15,0.07452987864354849
qp03q6,58,20:45,0.03610074197752953
qp0927,54,6:15,0.2877328119002462
qp03ww,57,2:0,0.11913061588643024
qp03me,38,8:0,0.05021565664732422
qp09u0,50,20:30,0.009394473484724379
qp09dc,2,1:15,0.6612046069128155
qp06py,46,11:15,0.01579558026550205
qp03m7,14,1:45,0.02924800445439717
qp0d4e,30,17:30,0.0035968801337245273
qp03w7,20,1:45,0.03437554643756489
qp03zf,50,22:45,0.14643680258145808
qp03yv,56,4:15,0.03694356566243514
qp096e,14,11:15,0.053903956119236436
qp03xm,9,21:30,0.2644994121265071
qp03xn,39,9:30,0.3440060645068983
qp09uj,33,3:0,0.017273575920481128
qp03qj,36,7:45,0.2467291274143917
qp03pp,44,23:30,0.1514304826295411
qp09sz,43,23:15,0.05017497998144296
qp09sk,59,10:15,0.17256446578175774
qp092h,54,0:30,0.1611788775514381
qp0d0h,60,2:30,0.05112281438653159
qp03q6,9,15:15,0.021691808586813733
qp03pe,55,12:30,0.29259032891157555
qp02zy,22,9:45,0.14446341125884773
qp09cw,61,1:0,0.005531383571226816
qp099b,9,14:0,0.04764962939918218
qp09kx,29,3:15,0.049479261797971054
qp092m,14,18:15,0.047493958937683885
qp09f5,57,3:0,0.003248745705673768
qp09b1,58,15:0,0.043538103729811074
qp03wp,49,13:15,0.039753283747910116
qp09sf,42,2:45,0.03861031359556428
qp09g9,5,11:15,0.009606015920071636
qp09f6,5,16:0,0.0019708116847991413
qp094r,51,22:0,0.09062009664748533
qp03rk,56,7:45,0.12901001552051333
qp096v,9,3:45,0.4915279005742593
qp03r9,35,11:45,0.20086526300546492
qp0985,54,11:30,0.18710317630361945
qp0923,33,16:30,0.009737903953080102
qp09sk,8,11:30,0.2419746422342839
qp09mu,45,13:45,0.049257548211892925
qp02zt,29,10:15,0.14349590938069665
qp099y,53,1:0,0.0680998876803318
qp09ky,30,11:0,0.033357177111752095
qp08gr,23,23:45,0.019851143956446902
qp0941,44,11:45,0.07527618329521328
qp03jz,59,11:45,0.01194738207080383
qp03rh,58,10:0,0.21192506812775472
qp09uu,14,12:30,0.05500200830062752
qp092r,16,8:30,0.2992871653102276
qp02z1,9,8:15,0.01742136322948137
qp09kb,42,11:45,0.02353948313774842
qp09mp,32,9:45,0.2175131047702237
qp0900,25,13:15,0.3565454241255088
qp09vv,52,0:45,0.010011779287228469
qp03t7,47,6:45,0.06699400562385617
qp06p6,37,6:30,0.0033118227560289914
qp0987,47,4:30,0.4798809287099741
